fixture_id,id_lesionado,name_lesionado
720876,2054,J. Navas
720876,47360,X. Navarro
720877,41552,P. Ciss
720877,47322,M. Merquelanz
720877,46739,I. Baba
720877,61142,D. Greif
720877,203014,M. Hoppe
720877,46749,L. Junior
720877,32862,T. Kubo
720877,46733,A. Raillo
720877,46743,S. Sevilla
720878,47002,Fidel
720878,18998,V. Camarasa
720878,185477,Rodri
720878,2476,G. Rodriguez
720878,1264,Y. Sabaly
720879,47360,X. Navarro
720880,47273,Y. Berchiche
720880,47286,P. Nolaskoain
720880,104853,A. Villalibre
720880,47278,D. Vivian
720880,46677,V. Diaz
720880,46795,D. Duarte
720880,46969,N. Lozano
720880,47085,L. Milla
720880,104941,Monchu
720880,182166,I. Ruiz
720881,1439,H. Bellerin
720881,614,C. Bravo
720881,18998,V. Camarasa
720881,18965,M. Montoya
720881,2469,G. Pezzella
720881,185477,Rodri
720881,1264,Y. Sabaly
720881,47576,G. Melero
720881,47458,S. Postigo
720882,61142,D. Greif
720882,203014,M. Hoppe
720882,104793,A. Ndiaye
720882,46733,A. Raillo
720882,46743,S. Sevilla
720882,30453,J. Jankto
720883,11471,T. Alarcon
720883,46770,J. A. Garrido
720883,46772,Jose Mari
720883,583,Joao Felix
720883,10122,Renan Lodi
720883,41595,I. Saponjic
720883,169,K. Trippier
720884,46968,O. Gil
720884,1434,L. Dimata
720884,47334,D. Lopez
720884,47298,A. Elustondo
720884,46808,C. Fernandez
720884,47311,M. Merino
720884,1447,N. Monreal
720884,634,D. Silva
720885,1825,L. Torro
720885,46649,Perez Juan
720886,758,G. Bale
720886,748,D. Ceballos
720886,2296,E. Hazard
720886,47422,Y. En Nesyri
720886,2054,J. Navas
720887,915,Gabriel Paulista
720887,41552,P. Ciss
720887,47322,M. Merquelanz
720887,47557,O. Trejo
720888,642,S. Aguero
720888,2737,M. Braithwaite
720888,135775,A. Fati
720888,133609,Pedri
720888,137,S. Roberto
720888,141,M. Wague
720889,2923,Y. Carrasco
720889,31,J. Gimenez
720889,41595,I. Saponjic
720889,169,K. Trippier
720889,203014,M. Hoppe
720889,46749,L. Junior
720889,104793,A. Ndiaye
720889,46733,A. Raillo
720889,46743,S. Sevilla
720890,642,S. Aguero
720890,2737,M. Braithwaite
720890,135775,A. Fati
720890,133609,Pedri
720890,137,S. Roberto
720890,141,M. Wague
720890,614,C. Bravo
720890,18998,V. Camarasa
720890,668,N. Fekir
720890,18965,M. Montoya
720890,1264,Y. Sabaly
720891,80166,T. Galhardo
720891,916,M. Diakhaby
720891,47251,D. Foulquier
720891,915,Gabriel Paulista
720892,35503,J. Macias
720892,47273,Y. Berchiche
720892,47286,P. Nolaskoain
720892,104853,A. Villalibre
720892,47278,D. Vivian
720893,46677,V. Diaz
720893,46795,D. Duarte
720893,46969,N. Lozano
720893,2459,D. Machis
720893,46687,A. Montoro
720893,47468,R. Rochina
720893,182166,I. Ruiz
720893,46683,G. Sanchez
720893,47355,R. Duarte
720893,47360,X. Navarro
720894,47568,J. Miramon
720894,47458,S. Postigo
720894,47576,G. Melero
720894,47396,K. Garcia
720894,46659,R. Ibanez
720894,46649,Perez Juan
720895,47298,A. Elustondo
720895,46808,C. Fernandez
720895,47311,M. Merino
720895,1447,N. Monreal
720895,634,D. Silva
720895,758,G. Bale
720895,748,D. Ceballos
720896,47422,Y. En Nesyri
720896,176,E. Lamela
720896,2054,J. Navas
720896,1650,Suso
720896,163,S. Aurier
720896,924,F. Coquelin
720896,83,A. Danjuma
720897,47541,S. Comesana
720897,47322,M. Merquelanz
720897,46968,O. Gil
720897,47334,D. Lopez
720897,46692,A. Vadillo
720897,1434,L. Dimata
720898,47378,P. Bigas
720898,11471,T. Alarcon
720898,46770,J. A. Garrido
720898,46772,Jose Mari
720899,47360,X. Navarro
720899,47365,T. Pina
720899,35503,J. Macias
720900,47273,Y. Berchiche
720900,47286,P. Nolaskoain
720900,104853,A. Villalibre
720900,47278,D. Vivian
720900,1493,M. Acuna
720900,47422,Y. En Nesyri
720900,176,E. Lamela
720900,2054,J. Navas
720900,1911,L. Ocampos
720900,149,I. Rakitic
720900,1650,Suso
720901,18998,V. Camarasa
720901,1264,Y. Sabaly
720901,46808,C. Fernandez
720901,47311,M. Merino
720901,1447,N. Monreal
720901,634,D. Silva
720902,203014,M. Hoppe
720902,46749,L. Junior
720902,46733,A. Raillo
720902,47445,I. Aspas
720902,5921,A. Solari
720903,47100,I. Carcelen
720903,46770,J. A. Garrido
720903,46772,Jose Mari
720903,46677,V. Diaz
720903,46795,D. Duarte
720903,46969,N. Lozano
720903,2459,D. Machis
720903,47468,R. Rochina
720904,46968,O. Gil
720904,47334,D. Lopez
720904,46661,F. Merida
720904,47568,J. Miramon
720904,47458,S. Postigo
720905,182181,J. Areso
720905,46659,R. Ibanez
720905,46649,Perez Juan
720905,642,S. Aguero
720905,128,J. Alba
720905,2737,M. Braithwaite
720905,667,M. Depay
720905,135775,A. Fati
720905,133609,Pedri
720905,137,S. Roberto
720905,141,M. Wague
720906,748,D. Ceballos
720906,31,J. Gimenez
720906,39,S. Savic
720906,199,S. Vrsaljko
720907,6168,O. Alderete
720907,1482,T. Correia
720907,915,Gabriel Paulista
720907,918,J. Gaya
720907,47378,P. Bigas
720907,64268,J. Mojica
720908,163,S. Aurier
720908,924,F. Coquelin
720908,119,R. Falcao
720908,47322,M. Merquelanz
720909,47273,Y. Berchiche
720909,47281,D. Garcia
720909,2670,I. Martinez
720909,47286,P. Nolaskoain
720909,47270,U. Simon
720909,104853,A. Villalibre
720909,47278,D. Vivian
720909,1568,P. Akouokou
720909,18998,V. Camarasa
720909,1573,A. Guardado
720909,18965,M. Montoya
720909,2469,G. Pezzella
720909,1264,Y. Sabaly
720910,2737,M. Braithwaite
720910,667,M. Depay
720910,38735,S. Dest
720910,135775,A. Fati
720910,133609,Pedri
720910,136,G. Pique
720910,137,S. Roberto
720910,141,M. Wague
720910,47378,P. Bigas
720911,80166,T. Galhardo
720911,5921,A. Solari
720911,47434,K. Vazquez
720911,47443,O. Yokuslu
720911,1434,L. Dimata
720911,46968,O. Gil
720911,47334,D. Lopez
720911,46692,A. Vadillo
720912,2671,J. Mata
720912,46,Vitolo
720912,47459,Chema
720912,35503,J. Macias
720912,182181,J. Areso
720912,46746,A. Budimir
720912,46653,D. Garcia
720912,47396,K. Garcia
720912,46654,A. Hernandez
720913,46795,D. Duarte
720913,46969,N. Lozano
720913,46687,A. Montoro
720913,47468,R. Rochina
720913,61142,D. Greif
720913,203014,M. Hoppe
720913,46749,L. Junior
720913,104793,A. Ndiaye
720913,46733,A. Raillo
720913,46736,F. Russo
720913,46737,J. Sastre
720914,46714,M. Malsa
720914,1448,S. Mustafi
720914,47458,S. Postigo
720914,47441,N. Radoja
720914,131538,Son
720914,6168,O. Alderete
720914,1482,T. Correia
720914,47251,D. Foulquier
720914,915,Gabriel Paulista
720914,2615,M. Gomez
720914,920,T. Lato
720914,932,D. Wass
720915,746,M. Asensio
720915,758,G. Bale
720915,733,D. Carvajal
720915,760,M. Diaz
720915,745,Isco
720915,47400,A. Lunin
720915,743,Marcelo
720915,754,L. Modric
720915,10009,Rodrygo
720915,47100,I. Carcelen
720915,46770,J. A. Garrido
720915,46772,Jose Mari
720915,46775,S. Sanchez
720916,46808,C. Fernandez
720916,1447,N. Monreal
720916,47391,R. Pena
720916,924,F. Coquelin
720917,176,E. Lamela
720917,2054,J. Navas
720917,452,F. Reges
720917,1650,Suso
720917,385,O. Torres
720917,47422,Y. En Nesyri
720917,39,S. Savic
720917,199,S. Vrsaljko
720917,56,A. Griezmann
720918,47322,M. Merquelanz
720918,18895,F. Lejeune
720918,47360,X. Navarro
720918,47365,T. Pina
720919,47360,X. Navarro
720919,70078,F. Pellistri
720919,47518,P. Pons
720919,46808,C. Fernandez
720919,1447,N. Monreal
720919,47323,M. Oyarzabal
720920,56,A. Griezmann
720920,382,H. Herrera
720920,583,Joao Felix
720920,50,Koke
720920,753,M. Llorente
720920,39,S. Savic
720920,47533,A. Catena
720920,47322,M. Merquelanz
720920,47556,S. Moreno
720920,122657,R. Nteka
720920,47549,J. Pozo
720920,46985,Y. Qasmi
720921,1568,P. Akouokou
720921,614,C. Bravo
720921,18998,V. Camarasa
720921,18965,M. Montoya
720921,2469,G. Pezzella
720921,1264,Y. Sabaly
720921,80166,T. Galhardo
720921,5921,A. Solari
720922,61142,D. Greif
720922,203014,M. Hoppe
720922,46749,L. Junior
720922,32862,T. Kubo
720922,46733,A. Raillo
720922,128,J. Alba
720922,256,D. Alves
720922,161928,A. Balde
720922,2737,M. Braithwaite
720922,144,S. Busquets
720922,147,Coutinho
720922,153,O. Dembele
720922,131294,Y. Demir
720922,667,M. Depay
720922,38735,S. Dest
720922,181421,A. Ezzalzouli
720922,135775,A. Fati
720922,296667,Gavi
720922,133609,Pedri
720922,137,S. Roberto
720922,141,M. Wague
720923,47459,Chema
720923,47250,Djene
720923,35503,J. Macias
720923,162033,S. Arribas
720923,758,G. Bale
720923,2207,E. Camavinga
720923,733,D. Carvajal
720923,1828,L. Jovic
720923,762,Vinicius Junior
720924,2508,S. Arzamendia
720924,46998,J. Cala
720924,46770,J. A. Garrido
720924,47041,A. Perea
720924,47422,Y. En Nesyri
720924,1257,J. Kounde
720924,176,E. Lamela
720924,2054,J. Navas
720924,1650,Suso
720925,182181,J. Areso
720925,46669,Barbero
720925,47361,D. Brasanac
720925,47273,Y. Berchiche
720925,125,J. Ezkieta
720925,47282,R. Garcia
720925,47276,I. Lekue
720925,47277,U. Nunez
720925,104853,A. Villalibre
720925,47278,D. Vivian
720925,182560,O. Zarraga
720926,916,M. Diakhaby
720926,915,Gabriel Paulista
720926,918,J. Gaya
720926,920,T. Lato
720926,122233,Marcos Andre
720926,47087,U. Racic
720926,47251,D. Foulquier
720926,47473,Jason
720926,47478,F. Calero
720926,182718,J. Garcia
720926,2449,Y. Herrera
720926,47334,D. Lopez
720926,46661,F. Merida
720926,46692,A. Vadillo
720927,924,F. Coquelin
720927,47391,R. Pena
720927,1448,S. Mustafi
720927,47463,Pepelu
720927,1375,R. Soldado
720928,2478,D. Benedetto
720928,608,L. Boye
720928,47057,R. Guti
720928,2474,I. Marcone
720928,18833,L. Perez
720928,1983,E. Roco
720928,1706,C. Bacca
720928,46673,A. Escandell
720928,2040,S. Escudero
720928,46969,N. Lozano
720928,47468,R. Rochina
720928,30,S. Arias
720929,47360,X. Navarro
720929,47518,P. Pons
720929,47273,Y. Berchiche
720929,47277,U. Nunez
720929,104853,A. Villalibre
720930,30,S. Arias
720930,46969,N. Lozano
720930,47468,R. Rochina
720930,46683,G. Sanchez
720930,47063,A. Soro
720930,101814,R. Araujo
720930,2737,M. Braithwaite
720930,131294,Y. Demir
720930,135775,A. Fati
720930,133609,Pedri
720930,137,S. Roberto
720930,931,F. Torres
720930,141,M. Wague
720930,538,F. de Jong
720931,47334,D. Lopez
720931,608,L. Boye
720931,19112,K. Casilla
720931,47002,Fidel
720931,46817,D. Gonzalez
720932,46651,C. Clerc
720932,104949,P. Martinez
720932,1448,S. Mustafi
720932,128582,J. de Frutos
720932,47266,Angel
720932,61142,D. Greif
720932,927,Lee Kang-In
720932,46733,A. Raillo
720932,46742,D. Rodriguez
720933,182181,J. Areso
720933,47579,C. Avila
720933,46770,J. A. Garrido
720934,162033,S. Arribas
720934,758,G. Bale
720934,733,D. Carvajal
720934,760,M. Diaz
720934,1828,L. Jovic
720934,47264,H. Duro
720934,47251,D. Foulquier
720934,915,Gabriel Paulista
720934,920,T. Lato
720934,930,C. Soler
720935,47317,A. Barrenetxea
720935,46808,C. Fernandez
720935,1447,N. Monreal
720935,5921,A. Solari
720935,2433,R. Tapia
720936,176,E. Lamela
720936,2054,J. Navas
720936,1650,Suso
720936,47258,M. Arambarri
720936,47459,Chema
720936,35503,J. Macias
720936,47254,M. Olivera
720937,47285,U. Lopez
720937,47322,M. Merquelanz
720937,1568,P. Akouokou
720937,614,C. Bravo
720937,1579,Joaquin
720937,134,J. Miranda
720937,18965,M. Montoya
720937,2469,G. Pezzella
720937,1264,Y. Sabaly
720937,47319,Willian Jose
720938,21,P. Alcacer
720938,924,F. Coquelin
720938,47391,R. Pena
720938,31,J. Gimenez
720938,56,A. Griezmann
720938,39,S. Savic
720938,157,L. Suarez
720939,47273,Y. Berchiche
720939,30510,A. Berenguer
720939,125,J. Ezkieta
720939,2670,I. Martinez
720939,47286,P. Nolaskoain
720939,47270,U. Simon
720939,104853,A. Villalibre
720939,47278,D. Vivian
720939,505,D. Alaba
720939,746,M. Asensio
720939,758,G. Bale
720939,733,D. Carvajal
720939,747,Casemiro
720939,748,D. Ceballos
720939,745,Isco
720939,47400,A. Lunin
720939,743,Marcelo
720939,754,L. Modric
720939,10009,Rodrygo
720940,2923,Y. Carrasco
720940,371,Felipe
720940,56,A. Griezmann
720940,932,D. Wass
720940,47464,J. Campana
720940,129657,E. Franquesa
720940,1448,S. Mustafi
720940,47458,S. Postigo
720940,1375,R. Soldado
720940,47457,R. Vezo
720941,135775,A. Fati
720941,133609,Pedri
720941,137,S. Roberto
720941,139,S. Umtiti
720941,47322,M. Merquelanz
720941,46914,E. Saveljich
720942,1568,P. Akouokou
720942,1561,M. Bartra
720942,1579,Joaquin
720942,18965,M. Montoya
720942,47547,A. Moreno
720942,18895,F. Lejeune
720942,47360,X. Navarro
720943,182181,J. Areso
720943,46653,D. Garcia
720943,46652,U. Garcia
720943,46654,A. Hernandez
720944,61142,D. Greif
720944,47007,I. Ruiz de Galarreta
720944,47317,A. Barrenetxea
720944,46808,C. Fernandez
720944,2924,A. Januzaj
720944,1447,N. Monreal
720944,47303,A. Munoz
720944,142,Rafinha
720944,18867,D. Rico
720944,47307,J. Zaldua
720945,35503,J. Macias
720945,30,S. Arias
720945,46969,N. Lozano
720945,47468,R. Rochina
720946,11471,T. Alarcon
720946,46770,J. A. Garrido
720946,50009,J. Jonsson
720946,46825,K. Bare
720946,47329,A. Pedrosa
720946,47335,D. Vila
720946,2449,Y. Herrera
720947,915,Gabriel Paulista
720947,2615,M. Gomez
720947,930,C. Soler
720947,2701,Y. Bounou
720947,2060,M. El Haddadi
720947,47422,Y. En Nesyri
720947,176,E. Lamela
720947,2054,J. Navas
720947,1650,Suso
720948,19112,K. Casilla
720948,47002,Fidel
720948,2486,H. Palacios
720948,47378,P. Bigas
720948,163,S. Aurier
720948,1696,S. Chukwueze
720948,924,F. Coquelin
720948,22015,B. Dia
720948,1567,A. Mandi
720948,47391,R. Pena
720948,21,P. Alcacer
720949,47360,X. Navarro
720949,47355,R. Duarte
720949,153,O. Dembele
720949,667,M. Depay
720949,135775,A. Fati
720949,619,E. Garcia
720949,296667,Gavi
720949,137,S. Roberto
720949,139,S. Umtiti
720949,141,M. Wague
720950,56,A. Griezmann
720950,926,G. Kondogbia
720950,753,M. Llorente
720950,124,J. Cillessen
720950,915,Gabriel Paulista
720950,918,J. Gaya
720950,932,D. Wass
720951,30,S. Arias
720951,46969,N. Lozano
720951,47468,R. Rochina
720951,182181,J. Areso
720951,46654,A. Hernandez
720952,47249,L. Cabrera
720952,2449,Y. Herrera
720952,1568,P. Akouokou
720952,18965,M. Montoya
720953,47464,J. Campana
720953,47328,O. Duarte
720953,1448,S. Mustafi
720953,47561,C. Akapo
720953,46770,J. A. Garrido
720953,66761,M. Osmajic
720953,47041,A. Perea
720954,746,M. Asensio
720954,733,D. Carvajal
720954,760,M. Diaz
720954,47378,P. Bigas
720954,47222,Josema
720954,781,J. Pastore
720954,1983,E. Roco
720955,47317,A. Barrenetxea
720955,46808,C. Fernandez
720955,47311,M. Merino
720955,1447,N. Monreal
720955,47303,A. Munoz
720955,47315,M. Zubimendi
720955,35503,J. Macias
720955,47324,S. Ramirez
720955,47499,E. Unal
720955,46,Vitolo
720956,2701,Y. Bounou
720956,2060,M. El Haddadi
720956,47422,Y. En Nesyri
720956,176,E. Lamela
720956,2054,J. Navas
720956,1650,Suso
720957,47322,M. Merquelanz
720957,47109,O. Valentin
720957,47271,Y. Alvarez
720957,2672,I. Muniain
720957,128398,O. Sancet
720957,182639,U. Vencedor
720957,104853,A. Villalibre
720957,47275,O. de Marcos
720958,163,S. Aurier
720958,1696,S. Chukwueze
720958,924,F. Coquelin
720958,22015,B. Dia
720958,166,J. Foyth
720958,47391,R. Pena
720958,21,P. Alcacer
720958,61142,D. Greif
720958,46733,A. Raillo
720959,182639,U. Vencedor
720959,183799,N. Williams
720959,46825,K. Bare
720959,47478,F. Calero
720959,47551,R. de Tomas
720960,667,M. Depay
720960,135775,A. Fati
720960,619,E. Garcia
720960,133,C. Lenglet
720960,137,S. Roberto
720960,139,S. Umtiti
720960,141,M. Wague
720960,161928,A. Balde
720960,56,A. Griezmann
720960,926,G. Kondogbia
720960,753,M. Llorente
720961,614,C. Bravo
720961,18998,V. Camarasa
720961,1579,Joaquin
720961,18965,M. Montoya
720961,924,F. Coquelin
720961,22015,B. Dia
720961,47391,R. Pena
720962,47322,M. Merquelanz
720962,736,Fran Garcia
720963,46739,I. Baba
720963,61142,D. Greif
720963,46736,F. Russo
720963,18978,F. Andone
720963,47229,Fali
720963,46691,Fede
720963,47525,C. Lozano
720964,46,Vitolo
720964,1448,S. Mustafi
720965,182181,J. Areso
720965,46654,A. Hernandez
720965,46657,N. Vidal
720965,176,E. Lamela
720965,2054,J. Navas
720965,1650,Suso
720966,759,K. Benzema
720966,747,Casemiro
720966,760,M. Diaz
720966,757,Lucas
720966,653,F. Mendy
720966,762,Vinicius Junior
720966,30,S. Arias
720966,46969,N. Lozano
720967,915,Gabriel Paulista
720967,6168,O. Alderete
720967,124,J. Cillessen
720967,47317,A. Barrenetxea
720967,182602,J. Lobete
720967,1447,N. Monreal
720968,612,E. Ponce
720968,2474,I. Marcone
720968,384,M. Loum
720968,47360,X. Navarro
720968,122471,J. Owono
720968,70078,F. Pellistri
720969,47360,X. Navarro
720969,46782,M. Vallejo
720969,122471,J. Owono
720969,915,Gabriel Paulista
720969,124,J. Cillessen
720969,918,J. Gaya
720970,31,J. Gimenez
720970,56,A. Griezmann
720970,932,D. Wass
720970,143,C. Alena
720970,47254,M. Olivera
720970,47324,S. Ramirez
720971,46739,I. Baba
720971,61142,D. Greif
720971,104793,A. Ndiaye
720971,47274,A. Capa
720971,2670,I. Martinez
720971,182639,U. Vencedor
720971,183799,N. Williams
720971,47275,O. de Marcos
720972,18978,F. Andone
720972,47100,I. Carcelen
720972,47229,Fali
720972,46691,Fede
720973,256,D. Alves
720973,667,M. Depay
720973,135775,A. Fati
720973,133,C. Lenglet
720973,137,S. Roberto
720973,139,S. Umtiti
720973,141,M. Wague
720974,47464,J. Campana
720974,47471,R. Marti
720974,1448,S. Mustafi
720974,47458,S. Postigo
720974,614,C. Bravo
720974,18998,V. Camarasa
720974,1570,S. Canales
720974,18965,M. Montoya
720974,2476,G. Rodriguez
720975,47317,A. Barrenetxea
720975,46808,C. Fernandez
720975,1447,N. Monreal
720975,47314,I. Zubeldia
720975,30,S. Arias
720975,46969,N. Lozano
720975,46682,C. Neva
720975,1708,D. Raba
720975,182166,I. Ruiz
720975,46683,G. Sanchez
720976,176,E. Lamela
720976,2468,G. Montiel
720976,2054,J. Navas
720976,1650,Suso
720976,1911,L. Ocampos
720976,608,L. Boye
720976,612,E. Ponce
720977,47322,M. Merquelanz
720977,47285,U. Lopez
720977,182181,J. Areso
720977,46667,K. Barja
720977,46654,A. Hernandez
720978,924,F. Coquelin
720978,1707,G. Moreno
720978,47391,R. Pena
720978,759,K. Benzema
720978,760,M. Diaz
720978,653,F. Mendy
720979,47274,A. Capa
720979,183799,N. Williams
720979,47317,A. Barrenetxea
720979,46808,C. Fernandez
720979,2924,A. Januzaj
720979,1447,N. Monreal
720979,18867,D. Rico
720980,18998,V. Camarasa
720980,134,J. Miranda
720980,18965,M. Montoya
720980,185477,Rodri
720980,46739,I. Baba
720980,61142,D. Greif
720980,46764,B. Olivan
720981,47464,J. Campana
720981,1448,S. Mustafi
720981,47458,S. Postigo
720981,47441,N. Radoja
720981,47457,R. Vezo
720982,18978,F. Andone
720982,47100,I. Carcelen
720982,46769,A. Fernandez
720982,143,C. Alena
720982,47254,M. Olivera
720983,30,S. Arias
720983,46969,N. Lozano
720983,2040,S. Escudero
720983,314,R. Albiol
720983,924,F. Coquelin
720983,1707,G. Moreno
720983,47391,R. Pena
720983,18802,E. Capoue
720984,47334,D. Lopez
720984,128581,N. Melamed
720984,1701,M. Morlanes
720984,1493,M. Acuna
720984,176,E. Lamela
720984,2468,G. Montiel
720984,25345,K. Rekik
720984,1650,Suso
720985,182181,J. Areso
720985,1165,M. Cunha
720985,2472,R. De Paul
720985,21566,B. Lecomte
720985,45,T. Lemar
720985,932,D. Wass
720986,47357,V. Laguardia
720987,124,J. Cillessen
720987,1482,T. Correia
720987,256,D. Alves
720987,161928,A. Balde
720987,667,M. Depay
720987,135775,A. Fati
720987,133,C. Lenglet
720987,136,G. Pique
720987,137,S. Roberto
720987,139,S. Umtiti
720988,608,L. Boye
720988,47414,G. Gumbau
720988,2486,H. Palacios
720988,46965,G. Verdu
720988,47285,U. Lopez
720988,41412,N. Maras
720988,47322,M. Merquelanz
720989,1165,M. Cunha
720989,50,Koke
720989,932,D. Wass
720990,128,J. Alba
720990,161928,A. Balde
720990,135775,A. Fati
720990,137,S. Roberto
720990,139,S. Umtiti
720990,30510,A. Berenguer
720991,46739,I. Baba
720991,61142,D. Greif
720991,47007,I. Ruiz de Galarreta
720991,124,J. Cillessen
720991,1482,T. Correia
720991,918,J. Gaya
720991,920,T. Lato
720991,923,D. Cheryshev
720992,47371,J. Guidetti
720993,30,S. Arias
720993,2040,S. Escudero
720993,2051,M. Gonalons
720993,46969,N. Lozano
720993,46759,A. Espino
720994,47464,J. Campana
720994,1448,S. Mustafi
720994,47458,S. Postigo
720994,47441,N. Radoja
720994,47457,R. Vezo
720994,2486,H. Palacios
720994,781,J. Pastore
720995,47317,A. Barrenetxea
720995,46808,C. Fernandez
720995,2924,A. Januzaj
720995,1447,N. Monreal
720995,142,Rafinha
720995,18867,D. Rico
720995,47307,J. Zaldua
720995,182181,J. Areso
720996,1257,J. Kounde
720996,176,E. Lamela
720996,1911,L. Ocampos
720996,25345,K. Rekik
720996,1650,Suso
720996,908,A. Martial
720996,18998,V. Camarasa
720996,47320,Juanmi
720996,1577,D. Lainez
720996,134,J. Miranda
720996,18965,M. Montoya
720996,185477,Rodri
720996,1264,Y. Sabaly
720997,47322,M. Merquelanz
720997,47285,U. Lopez
720997,505,D. Alaba
720997,758,G. Bale
720998,21,P. Alcacer
720998,924,F. Coquelin
720998,1707,G. Moreno
720998,47391,R. Pena
720998,47334,D. Lopez
720998,1701,M. Morlanes
720998,2047,A. Vidal
720999,47354,M. Aguirregabiria
720999,384,M. Loum
720999,47365,T. Pina
720999,21090,Diego Carlos
720999,176,E. Lamela
720999,908,A. Martial
720999,2468,G. Montiel
720999,30433,Papu Gomez
720999,452,F. Reges
720999,25345,K. Rekik
720999,1650,Suso
721000,47464,J. Campana
721000,46651,C. Clerc
721000,1448,S. Mustafi
721000,47458,S. Postigo
721000,1160,M. Saracchi
721001,1439,H. Bellerin
721001,18998,V. Camarasa
721001,1570,S. Canales
721001,134,J. Miranda
721001,18965,M. Montoya
721001,47547,A. Moreno
721001,185477,Rodri
721001,1165,M. Cunha
721001,2669,M. Hermoso
721001,50,Koke
721001,926,G. Kondogbia
721001,39,S. Savic
721001,932,D. Wass
721002,61142,D. Greif
721002,47007,I. Ruiz de Galarreta
721003,18978,F. Andone
721003,53625,V. Haroyan
721003,46775,S. Sanchez
721003,47533,A. Catena
721003,47322,M. Merquelanz
721003,119,R. Falcao
721003,47285,U. Lopez
721004,47334,D. Lopez
721004,1701,M. Morlanes
721004,143,C. Alena
721004,131,J. Cuenca
721004,47257,D. Suarez
721005,182181,J. Areso
721005,21,P. Alcacer
721005,1707,G. Moreno
721005,47391,R. Pena
721006,752,T. Kroos
721006,756,F. Valverde
721006,47317,A. Barrenetxea
721006,46808,C. Fernandez
721006,2924,A. Januzaj
721006,1447,N. Monreal
721006,47303,A. Munoz
721006,18867,D. Rico
721007,6168,O. Alderete
721007,124,J. Cillessen
721007,1482,T. Correia
721007,162123,I. Moriba
721007,918,J. Gaya
721007,24760,G. Mamardashvili
721007,30,S. Arias
721007,46795,D. Duarte
721007,2040,S. Escudero
721007,2051,M. Gonalons
721007,46969,N. Lozano
721008,47378,P. Bigas
721008,295879,J. Donald
721008,47414,G. Gumbau
721008,2486,H. Palacios
721008,161928,A. Balde
721008,135775,A. Fati
721008,137,S. Roberto
721008,139,S. Umtiti
721009,1165,M. Cunha
721009,2669,M. Hermoso
721009,926,G. Kondogbia
721009,45,T. Lemar
721009,199,S. Vrsaljko
721009,932,D. Wass
721009,11471,T. Alarcon
721009,46824,I. Alejo
721009,18978,F. Andone
721009,46775,S. Sanchez
721010,161928,A. Balde
721010,135775,A. Fati
721010,161933,Nico
721010,137,S. Roberto
721010,139,S. Umtiti
721010,182181,J. Areso
721010,47579,C. Avila
721011,1439,H. Bellerin
721011,18998,V. Camarasa
721011,1573,A. Guardado
721011,18965,M. Montoya
721011,47547,A. Moreno
721011,1586,C. Tello
721011,47281,D. Garcia
721011,2670,I. Martinez
721012,1484,R. Battaglia
721012,61142,D. Greif
721012,46729,M. Reina
721012,47007,I. Ruiz de Galarreta
721012,372,E. Militao
721013,124,J. Cillessen
721013,1482,T. Correia
721013,918,J. Gaya
721013,920,T. Lato
721013,162106,Y. Musah
721014,30,S. Arias
721014,2051,M. Gonalons
721014,46969,N. Lozano
721014,46687,A. Montoro
721014,781,J. Pastore
721015,46651,C. Clerc
721015,47467,J. L. Morales
721015,1448,S. Mustafi
721015,1160,M. Saracchi
721016,47317,A. Barrenetxea
721016,46808,C. Fernandez
721016,1447,N. Monreal
721016,47303,A. Munoz
721017,47543,A. Garcia
721017,47285,U. Lopez
721017,47322,M. Merquelanz
721017,131546,I. Palazon
721017,46914,E. Saveljich
721017,119,R. Falcao
721017,21090,Diego Carlos
721017,47389,J. Jordan
721017,176,E. Lamela
721017,2468,G. Montiel
721017,30433,Papu Gomez
721017,452,F. Reges
721017,25345,K. Rekik
721017,1650,Suso
721018,21,P. Alcacer
721018,288,A. Moreno
721018,47391,R. Pena
721018,166,J. Foyth
721018,1707,G. Moreno
721018,47432,H. Mallo
721019,30,S. Arias
721019,2051,M. Gonalons
721019,46969,N. Lozano
721019,290215,R. Torrente
721019,46687,A. Montoro
721020,183848,J. Agirrezabala
721020,47281,D. Garcia
721020,2670,I. Martinez
721021,570,F. Cervi
721021,47566,J. Galan
721021,18998,V. Camarasa
721021,668,N. Fekir
721021,1573,A. Guardado
721021,18965,M. Montoya
721021,47547,A. Moreno
721021,47119,A. Ruibal
721021,46672,R. Silva
721021,1586,C. Tello
721022,11471,T. Alarcon
721022,18978,F. Andone
721022,46775,S. Sanchez
721022,46998,J. Cala
721022,21,P. Alcacer
721022,288,A. Moreno
721023,47349,J. Puado
721023,61142,D. Greif
721023,26302,P. Maffeo
721023,46729,M. Reina
721023,47007,I. Ruiz de Galarreta
721024,182181,J. Areso
721024,46652,U. Garcia
721024,46667,K. Barja
721024,47576,G. Melero
721024,46651,C. Clerc
721024,47328,O. Duarte
721024,128582,J. de Frutos
721025,759,K. Benzema
721025,653,F. Mendy
721025,161928,A. Balde
721025,38735,S. Dest
721025,135775,A. Fati
721025,137,S. Roberto
721025,139,S. Umtiti
721026,1493,M. Acuna
721026,21090,Diego Carlos
721026,47013,R. Mir
721026,30433,Papu Gomez
721026,452,F. Reges
721026,25345,K. Rekik
721026,1650,Suso
721026,47317,A. Barrenetxea
721026,46808,C. Fernandez
