shots_on_goal_local,shots_on_goal_away,shots_off_goal_local,shots_off_goal_away,total_shots_local,total_shots_away,blocked_shots_local,blocked_shots_away,shots_insidebox_local,shots_insidebox_away,shots_outsidebox_local,shots_outsidebox_away,fouls_local,fouls_away,corners_local,corners_away,offsides_local,offsides_away,ball_possession_local,ball_possession_away,yellow_cards_local,yellow_cards_away,red_cards_local,red_cards_away,goalkeeper_saves_local,goalkeeper_saves_away,pass_precision_local,pass_precision_away,fixture_id_2
5.0,2.0,7.0,4.0,13.0,7.0,1.0,1.0,7.0,2.0,6.0,5.0,15.0,9.0,4.0,4.0,,,52%,48%,4,1,1.0,,1.0,4.0,450.0,421.0,878059
4.0,5.0,4.0,4.0,10.0,15.0,2.0,6.0,7.0,9.0,3.0,6.0,9.0,20.0,6.0,6.0,3.0,,63%,37%,6,1,,,4.0,5.0,505.0,305.0,878060
6.0,2.0,6.0,6.0,19.0,8.0,7.0,,9.0,6.0,10.0,2.0,16.0,8.0,7.0,1.0,2.0,1.0,58%,42%,3,3,1.0,,1.0,5.0,644.0,461.0,878061
7.0,2.0,9.0,3.0,27.0,6.0,11.0,1.0,16.0,4.0,11.0,2.0,13.0,10.0,12.0,2.0,4.0,,67%,33%,3,5,,1.0,1.0,7.0,540.0,269.0,878062
4.0,6.0,3.0,11.0,9.0,22.0,2.0,5.0,6.0,13.0,3.0,9.0,6.0,20.0,1.0,4.0,2.0,3.0,37%,63%,4,5,2.0,1.0,4.0,4.0,308.0,523.0,878063
5.0,4.0,7.0,3.0,13.0,8.0,1.0,1.0,6.0,4.0,7.0,4.0,12.0,20.0,2.0,3.0,,1.0,62%,38%,1,5,,,2.0,4.0,536.0,327.0,878064
4.0,3.0,3.0,7.0,9.0,14.0,2.0,4.0,5.0,6.0,4.0,8.0,11.0,12.0,1.0,11.0,2.0,2.0,27%,73%,2,,1.0,,2.0,3.0,227.0,603.0,878065
7.0,2.0,5.0,10.0,15.0,16.0,3.0,4.0,8.0,9.0,7.0,7.0,22.0,11.0,4.0,5.0,2.0,,45%,55%,4,5,,,,4.0,367.0,449.0,878066
10.0,7.0,5.0,3.0,19.0,11.0,4.0,1.0,13.0,6.0,6.0,5.0,11.0,11.0,7.0,1.0,3.0,3.0,42%,58%,1,1,,,6.0,8.0,362.0,515.0,878067
11.0,2.0,5.0,,16.0,4.0,,2.0,12.0,3.0,4.0,1.0,9.0,10.0,8.0,4.0,2.0,,51%,49%,2,,,,1.0,9.0,407.0,407.0,878068
2.0,5.0,4.0,1.0,9.0,7.0,3.0,1.0,4.0,5.0,5.0,2.0,17.0,16.0,5.0,2.0,1.0,2.0,71%,29%,4,6,,,3.0,2.0,597.0,242.0,878069
2.0,4.0,6.0,7.0,13.0,15.0,5.0,4.0,7.0,11.0,6.0,4.0,15.0,16.0,5.0,5.0,1.0,2.0,53%,47%,6,2,2.0,1.0,4.0,1.0,424.0,386.0,878070
13.0,1.0,8.0,1.0,27.0,4.0,6.0,2.0,20.0,4.0,7.0,,14.0,13.0,9.0,1.0,6.0,1.0,70%,30%,2,1,,,1.0,10.0,713.0,310.0,878071
6.0,,8.0,7.0,19.0,8.0,5.0,1.0,16.0,5.0,3.0,3.0,21.0,6.0,10.0,2.0,3.0,1.0,43%,57%,3,1,,,,3.0,341.0,459.0,878072
2.0,3.0,5.0,12.0,11.0,21.0,4.0,6.0,7.0,16.0,4.0,5.0,16.0,9.0,2.0,5.0,2.0,3.0,45%,55%,3,2,,,1.0,1.0,349.0,439.0,878073
6.0,3.0,4.0,5.0,14.0,10.0,4.0,2.0,8.0,7.0,6.0,3.0,11.0,6.0,4.0,7.0,1.0,2.0,44%,56%,1,3,,,4.0,6.0,414.0,532.0,878074
3.0,3.0,2.0,5.0,8.0,11.0,3.0,3.0,5.0,9.0,3.0,2.0,17.0,8.0,7.0,6.0,4.0,4.0,55%,45%,8,4,1.0,,2.0,2.0,453.0,361.0,878075
3.0,5.0,3.0,5.0,9.0,17.0,3.0,7.0,3.0,6.0,6.0,11.0,14.0,17.0,2.0,5.0,1.0,4.0,37%,63%,5,3,,,5.0,2.0,354.0,586.0,878076
3.0,3.0,6.0,5.0,15.0,9.0,6.0,1.0,10.0,7.0,5.0,2.0,15.0,6.0,3.0,6.0,3.0,2.0,47%,53%,4,4,,2.0,1.0,2.0,432.0,507.0,878077
7.0,1.0,7.0,1.0,15.0,5.0,1.0,3.0,8.0,3.0,7.0,2.0,12.0,9.0,5.0,5.0,5.0,4.0,62%,38%,1,3,,1.0,1.0,4.0,545.0,329.0,878078
3.0,3.0,5.0,6.0,10.0,11.0,2.0,2.0,5.0,7.0,5.0,4.0,19.0,16.0,5.0,3.0,4.0,,58%,42%,7,1,,,3.0,3.0,512.0,375.0,878079
5.0,5.0,10.0,3.0,18.0,10.0,3.0,2.0,8.0,5.0,10.0,5.0,12.0,16.0,7.0,1.0,3.0,,67%,33%,3,3,,,4.0,3.0,672.0,338.0,878080
3.0,9.0,3.0,5.0,6.0,17.0,,3.0,5.0,12.0,1.0,5.0,9.0,12.0,2.0,1.0,,4.0,32%,68%,2,2,2.0,,7.0,2.0,328.0,732.0,878081
4.0,1.0,11.0,3.0,18.0,5.0,3.0,1.0,7.0,2.0,11.0,3.0,14.0,20.0,3.0,5.0,2.0,3.0,62%,38%,3,4,1.0,2.0,1.0,2.0,590.0,348.0,878082
6.0,1.0,10.0,,21.0,4.0,5.0,3.0,18.0,3.0,3.0,1.0,11.0,15.0,10.0,2.0,,1.0,78%,22%,8,8,1.0,1.0,,5.0,640.0,186.0,878083
5.0,5.0,4.0,2.0,17.0,7.0,8.0,,11.0,3.0,6.0,4.0,11.0,13.0,5.0,6.0,2.0,1.0,44%,56%,2,4,,1.0,4.0,4.0,446.0,587.0,878084
6.0,,3.0,3.0,14.0,3.0,5.0,,9.0,1.0,5.0,2.0,10.0,19.0,4.0,2.0,1.0,4.0,56%,44%,,1,,,,4.0,508.0,411.0,878085
7.0,4.0,8.0,4.0,16.0,12.0,1.0,4.0,12.0,7.0,4.0,5.0,14.0,14.0,2.0,4.0,2.0,3.0,60%,40%,3,2,,,2.0,5.0,515.0,353.0,878086
5.0,,3.0,3.0,9.0,10.0,1.0,7.0,4.0,6.0,5.0,4.0,8.0,17.0,2.0,6.0,2.0,4.0,53%,47%,1,4,1.0,,,5.0,463.0,397.0,878087
2.0,3.0,6.0,3.0,9.0,11.0,1.0,5.0,5.0,4.0,4.0,7.0,10.0,15.0,3.0,2.0,3.0,1.0,51%,49%,1,1,,,3.0,,422.0,393.0,878088
4.0,7.0,5.0,8.0,14.0,19.0,5.0,4.0,5.0,15.0,9.0,4.0,7.0,9.0,5.0,9.0,5.0,1.0,39%,61%,2,,1.0,,5.0,4.0,387.0,610.0,878089
8.0,4.0,6.0,3.0,14.0,13.0,,6.0,9.0,9.0,5.0,4.0,12.0,16.0,5.0,2.0,2.0,7.0,53%,47%,1,4,,,3.0,6.0,393.0,345.0,878090
6.0,10.0,5.0,4.0,12.0,19.0,1.0,5.0,9.0,11.0,3.0,8.0,7.0,14.0,3.0,2.0,3.0,5.0,49%,51%,2,,,,9.0,5.0,432.0,450.0,878091
3.0,1.0,10.0,,17.0,3.0,4.0,2.0,6.0,1.0,11.0,2.0,8.0,13.0,14.0,1.0,6.0,1.0,60%,40%,,1,,,1.0,3.0,482.0,328.0,878092
5.0,2.0,8.0,3.0,20.0,10.0,7.0,5.0,15.0,7.0,5.0,3.0,8.0,16.0,7.0,4.0,2.0,1.0,41%,59%,2,3,1.0,1.0,1.0,3.0,424.0,633.0,878093
4.0,1.0,7.0,5.0,13.0,9.0,2.0,3.0,10.0,5.0,3.0,4.0,14.0,17.0,6.0,2.0,1.0,,42%,58%,2,3,,,1.0,3.0,331.0,507.0,878094
6.0,5.0,3.0,6.0,12.0,12.0,3.0,1.0,7.0,8.0,5.0,4.0,13.0,16.0,5.0,2.0,,5.0,44%,56%,3,2,,,3.0,4.0,354.0,458.0,878095
1.0,6.0,4.0,3.0,6.0,9.0,1.0,,5.0,8.0,1.0,1.0,13.0,14.0,4.0,2.0,3.0,9.0,44%,56%,1,,,,4.0,1.0,375.0,494.0,878096
3.0,3.0,7.0,8.0,15.0,14.0,5.0,3.0,7.0,8.0,8.0,6.0,10.0,16.0,5.0,7.0,4.0,1.0,62%,38%,3,2,,,1.0,2.0,486.0,303.0,878097
5.0,7.0,5.0,3.0,13.0,14.0,3.0,4.0,7.0,10.0,6.0,4.0,15.0,15.0,8.0,4.0,2.0,2.0,57%,43%,3,1,1.0,,6.0,5.0,484.0,383.0,878098
5.0,2.0,4.0,6.0,11.0,11.0,2.0,3.0,7.0,8.0,4.0,3.0,13.0,16.0,3.0,4.0,5.0,2.0,58%,42%,3,3,,,1.0,3.0,561.0,400.0,878099
2.0,2.0,3.0,4.0,11.0,6.0,6.0,,8.0,5.0,3.0,1.0,14.0,21.0,13.0,2.0,2.0,1.0,74%,26%,5,6,,,1.0,2.0,544.0,204.0,878100
5.0,3.0,8.0,7.0,17.0,13.0,4.0,3.0,10.0,10.0,7.0,3.0,13.0,6.0,6.0,5.0,2.0,3.0,49%,51%,4,1,,,2.0,3.0,462.0,485.0,878101
8.0,1.0,8.0,2.0,21.0,3.0,5.0,,12.0,,9.0,3.0,11.0,8.0,13.0,3.0,1.0,3.0,51%,49%,,2,,,,7.0,493.0,503.0,878102
3.0,5.0,8.0,6.0,16.0,12.0,5.0,1.0,9.0,6.0,7.0,6.0,11.0,21.0,3.0,6.0,1.0,1.0,50%,50%,3,2,,,4.0,2.0,392.0,385.0,878103
8.0,,6.0,2.0,19.0,4.0,5.0,2.0,11.0,2.0,8.0,2.0,12.0,17.0,6.0,6.0,3.0,1.0,71%,29%,3,1,,1.0,,5.0,735.0,298.0,878104
3.0,7.0,9.0,3.0,14.0,12.0,2.0,2.0,10.0,10.0,4.0,2.0,14.0,12.0,3.0,4.0,4.0,3.0,55%,45%,4,4,,1.0,5.0,2.0,538.0,440.0,878105
7.0,2.0,7.0,8.0,19.0,10.0,5.0,,11.0,5.0,8.0,5.0,11.0,7.0,5.0,1.0,1.0,1.0,46%,54%,3,1,,,2.0,5.0,451.0,538.0,878106
5.0,2.0,3.0,3.0,11.0,6.0,3.0,1.0,9.0,5.0,2.0,1.0,20.0,15.0,4.0,2.0,4.0,4.0,58%,42%,5,2,,1.0,1.0,2.0,506.0,362.0,878107
1.0,3.0,2.0,6.0,5.0,13.0,2.0,4.0,5.0,11.0,,2.0,17.0,9.0,1.0,6.0,3.0,6.0,36%,64%,3,,1.0,,1.0,1.0,363.0,643.0,878108
4.0,2.0,9.0,2.0,15.0,6.0,2.0,2.0,9.0,3.0,6.0,3.0,15.0,19.0,3.0,1.0,,7.0,62%,38%,2,3,,,2.0,3.0,561.0,336.0,878109
2.0,4.0,4.0,3.0,10.0,10.0,4.0,3.0,5.0,5.0,5.0,5.0,20.0,13.0,5.0,1.0,3.0,,62%,38%,2,3,,,2.0,1.0,443.0,279.0,878110
2.0,6.0,5.0,4.0,9.0,13.0,2.0,3.0,6.0,5.0,3.0,8.0,17.0,18.0,4.0,8.0,2.0,,45%,55%,2,2,,,5.0,2.0,346.0,435.0,878111
3.0,4.0,10.0,4.0,18.0,10.0,5.0,2.0,13.0,7.0,5.0,3.0,17.0,10.0,12.0,2.0,3.0,2.0,50%,50%,3,2,,,2.0,3.0,437.0,467.0,878112
8.0,1.0,6.0,4.0,18.0,7.0,4.0,2.0,15.0,2.0,3.0,5.0,12.0,7.0,4.0,1.0,1.0,1.0,47%,53%,1,1,,,1.0,5.0,519.0,567.0,878113
4.0,3.0,3.0,3.0,8.0,7.0,1.0,1.0,4.0,7.0,4.0,,11.0,6.0,4.0,2.0,5.0,4.0,68%,32%,1,2,,,3.0,3.0,807.0,385.0,878114
4.0,4.0,6.0,4.0,13.0,8.0,3.0,,10.0,5.0,3.0,3.0,19.0,9.0,7.0,2.0,5.0,1.0,42%,58%,2,1,,,3.0,3.0,303.0,430.0,878115
2.0,7.0,6.0,3.0,14.0,12.0,6.0,2.0,9.0,7.0,5.0,5.0,11.0,11.0,3.0,4.0,5.0,2.0,54%,46%,,,,,5.0,2.0,466.0,403.0,878116
2.0,4.0,5.0,4.0,8.0,13.0,1.0,5.0,7.0,7.0,1.0,6.0,18.0,8.0,7.0,4.0,2.0,1.0,30%,70%,3,2,,,3.0,1.0,251.0,614.0,878117
3.0,3.0,4.0,3.0,8.0,10.0,1.0,4.0,6.0,2.0,2.0,8.0,15.0,11.0,4.0,6.0,1.0,,42%,58%,2,3,,,3.0,2.0,396.0,552.0,878118
9.0,1.0,4.0,2.0,17.0,4.0,4.0,1.0,11.0,,6.0,4.0,15.0,14.0,8.0,1.0,6.0,1.0,75%,25%,1,4,,1.0,1.0,7.0,668.0,230.0,878119
6.0,3.0,7.0,7.0,16.0,14.0,3.0,4.0,12.0,7.0,4.0,7.0,8.0,8.0,6.0,2.0,5.0,3.0,57%,43%,2,1,,,1.0,4.0,482.0,368.0,878120
9.0,1.0,9.0,5.0,19.0,8.0,1.0,2.0,10.0,6.0,9.0,2.0,21.0,15.0,3.0,2.0,1.0,5.0,69%,31%,5,5,,1.0,1.0,8.0,608.0,263.0,878121
4.0,2.0,4.0,6.0,11.0,9.0,3.0,1.0,7.0,5.0,4.0,4.0,13.0,12.0,6.0,2.0,,3.0,42%,58%,2,2,,,2.0,2.0,345.0,475.0,878122
7.0,3.0,8.0,3.0,20.0,8.0,5.0,2.0,7.0,5.0,13.0,3.0,8.0,19.0,10.0,3.0,4.0,2.0,61%,39%,1,4,,,3.0,7.0,661.0,426.0,878123
7.0,3.0,8.0,1.0,19.0,6.0,4.0,2.0,13.0,4.0,6.0,2.0,16.0,6.0,2.0,2.0,,6.0,57%,43%,3,3,,,2.0,4.0,422.0,315.0,878124
3.0,,3.0,4.0,9.0,5.0,3.0,1.0,4.0,2.0,5.0,3.0,17.0,19.0,2.0,5.0,4.0,2.0,49%,51%,2,2,,,,2.0,411.0,423.0,878125
4.0,5.0,8.0,6.0,14.0,13.0,2.0,2.0,6.0,9.0,8.0,4.0,13.0,7.0,5.0,4.0,3.0,3.0,52%,48%,1,,,,4.0,4.0,500.0,479.0,878126
2.0,3.0,4.0,2.0,8.0,8.0,2.0,3.0,6.0,5.0,2.0,3.0,10.0,15.0,4.0,2.0,6.0,1.0,40%,60%,2,3,,,2.0,2.0,384.0,582.0,878127
1.0,2.0,3.0,9.0,6.0,13.0,2.0,2.0,4.0,8.0,2.0,5.0,25.0,12.0,6.0,1.0,,3.0,38%,62%,4,2,,,1.0,1.0,347.0,589.0,878128
8.0,1.0,10.0,1.0,22.0,6.0,4.0,4.0,14.0,4.0,8.0,2.0,7.0,8.0,5.0,2.0,3.0,,81%,19%,1,3,,1.0,1.0,5.0,798.0,186.0,878129
6.0,2.0,6.0,7.0,13.0,15.0,1.0,6.0,6.0,9.0,7.0,6.0,14.0,15.0,4.0,7.0,1.0,,53%,47%,3,1,,,2.0,5.0,402.0,347.0,878130
3.0,3.0,7.0,6.0,12.0,11.0,2.0,2.0,5.0,4.0,7.0,7.0,11.0,18.0,5.0,4.0,6.0,3.0,62%,38%,2,3,,,2.0,3.0,538.0,323.0,878131
9.0,3.0,5.0,10.0,17.0,15.0,3.0,2.0,14.0,9.0,3.0,6.0,14.0,12.0,,3.0,1.0,3.0,42%,58%,2,1,1.0,,2.0,5.0,361.0,486.0,878132
4.0,1.0,4.0,4.0,12.0,9.0,4.0,4.0,8.0,3.0,4.0,6.0,11.0,18.0,8.0,,3.0,,63%,37%,3,5,,,,3.0,630.0,391.0,878133
7.0,1.0,6.0,2.0,16.0,3.0,3.0,,11.0,1.0,5.0,2.0,8.0,10.0,8.0,3.0,2.0,3.0,65%,35%,,2,,,1.0,4.0,673.0,366.0,878134
7.0,7.0,6.0,2.0,15.0,9.0,2.0,,13.0,7.0,2.0,2.0,11.0,13.0,5.0,5.0,3.0,6.0,55%,45%,3,3,1.0,,2.0,4.0,459.0,380.0,878135
7.0,2.0,3.0,4.0,18.0,14.0,8.0,8.0,14.0,9.0,4.0,5.0,19.0,8.0,6.0,10.0,1.0,,28%,72%,4,2,,,1.0,4.0,216.0,572.0,878136
1.0,1.0,,13.0,4.0,20.0,3.0,6.0,2.0,9.0,2.0,11.0,29.0,14.0,1.0,12.0,1.0,1.0,26%,74%,5,5,,,1.0,1.0,225.0,628.0,878137
4.0,3.0,4.0,5.0,9.0,9.0,1.0,1.0,7.0,7.0,2.0,2.0,9.0,17.0,4.0,3.0,1.0,2.0,40%,60%,3,5,1.0,1.0,2.0,3.0,320.0,482.0,878138
4.0,2.0,7.0,4.0,15.0,7.0,4.0,1.0,8.0,5.0,7.0,2.0,17.0,14.0,,4.0,2.0,7.0,55%,45%,4,5,,,1.0,4.0,462.0,368.0,878139
8.0,4.0,10.0,2.0,20.0,8.0,2.0,2.0,18.0,6.0,2.0,2.0,11.0,10.0,8.0,4.0,1.0,,52%,48%,1,4,,,4.0,7.0,506.0,467.0,878140
11.0,5.0,3.0,7.0,15.0,14.0,1.0,2.0,4.0,7.0,11.0,7.0,16.0,9.0,3.0,7.0,4.0,1.0,49%,51%,3,3,,,5.0,10.0,405.0,412.0,878141
4.0,4.0,5.0,8.0,13.0,19.0,4.0,7.0,7.0,10.0,6.0,9.0,21.0,19.0,5.0,6.0,,4.0,42%,58%,4,4,1.0,,4.0,2.0,324.0,445.0,878142
3.0,1.0,4.0,4.0,12.0,7.0,5.0,2.0,7.0,3.0,5.0,4.0,17.0,11.0,5.0,6.0,2.0,,43%,57%,4,4,,,1.0,2.0,333.0,450.0,878143
6.0,5.0,2.0,5.0,10.0,11.0,2.0,1.0,6.0,7.0,4.0,4.0,9.0,17.0,4.0,3.0,,1.0,44%,56%,4,1,1.0,,2.0,4.0,372.0,488.0,878144
9.0,7.0,3.0,3.0,16.0,12.0,4.0,2.0,12.0,10.0,4.0,2.0,12.0,10.0,8.0,2.0,3.0,5.0,52%,48%,2,3,,,4.0,7.0,410.0,405.0,878145
8.0,3.0,9.0,7.0,18.0,11.0,1.0,1.0,9.0,11.0,9.0,,11.0,17.0,7.0,1.0,3.0,2.0,49%,51%,2,2,,,1.0,7.0,383.0,416.0,878146
3.0,2.0,8.0,4.0,14.0,10.0,3.0,4.0,6.0,7.0,8.0,3.0,10.0,13.0,7.0,5.0,,2.0,47%,53%,2,2,,1.0,1.0,4.0,446.0,502.0,878147
2.0,4.0,7.0,2.0,11.0,6.0,2.0,,8.0,5.0,3.0,1.0,22.0,18.0,6.0,2.0,5.0,3.0,53%,47%,4,4,,,3.0,2.0,443.0,391.0,878148
13.0,,7.0,4.0,26.0,7.0,6.0,3.0,19.0,5.0,7.0,2.0,5.0,13.0,6.0,4.0,2.0,2.0,72%,28%,1,3,,,,9.0,820.0,302.0,878149
6.0,,5.0,4.0,15.0,6.0,4.0,2.0,11.0,4.0,4.0,2.0,9.0,14.0,8.0,2.0,2.0,,65%,35%,4,2,,,,3.0,592.0,321.0,878150
5.0,4.0,9.0,8.0,18.0,15.0,4.0,3.0,11.0,7.0,7.0,8.0,13.0,16.0,10.0,4.0,2.0,1.0,50%,50%,1,3,,,4.0,4.0,370.0,366.0,878151
5.0,4.0,9.0,8.0,16.0,14.0,2.0,2.0,15.0,10.0,1.0,4.0,15.0,18.0,5.0,6.0,1.0,7.0,65%,35%,2,3,,,4.0,2.0,597.0,306.0,878152
10.0,3.0,3.0,9.0,16.0,17.0,3.0,5.0,12.0,8.0,4.0,9.0,18.0,15.0,4.0,6.0,1.0,3.0,47%,53%,3,5,,,2.0,8.0,380.0,397.0,878153
5.0,4.0,8.0,4.0,19.0,11.0,6.0,3.0,14.0,9.0,5.0,2.0,11.0,12.0,10.0,5.0,5.0,2.0,46%,54%,2,3,1.0,,2.0,5.0,336.0,409.0,878154
5.0,4.0,5.0,3.0,13.0,8.0,3.0,1.0,12.0,4.0,1.0,4.0,19.0,8.0,4.0,4.0,5.0,1.0,45%,55%,5,,,1.0,2.0,1.0,372.0,460.0,878155
6.0,3.0,4.0,3.0,15.0,8.0,5.0,2.0,12.0,3.0,3.0,5.0,11.0,8.0,4.0,5.0,3.0,4.0,46%,54%,6,1,,,3.0,5.0,320.0,377.0,878156
4.0,6.0,6.0,2.0,11.0,11.0,1.0,3.0,5.0,7.0,6.0,4.0,17.0,7.0,5.0,5.0,1.0,5.0,47%,53%,3,2,,,4.0,4.0,445.0,506.0,878157
5.0,2.0,7.0,3.0,18.0,7.0,6.0,2.0,7.0,3.0,11.0,4.0,15.0,6.0,7.0,3.0,2.0,7.0,58%,42%,4,1,,,1.0,4.0,458.0,337.0,878158
5.0,2.0,7.0,2.0,17.0,8.0,5.0,4.0,9.0,6.0,8.0,2.0,7.0,13.0,6.0,5.0,,,57%,43%,2,3,,,2.0,4.0,613.0,466.0,878159
3.0,4.0,6.0,8.0,9.0,18.0,,6.0,7.0,13.0,2.0,5.0,14.0,12.0,3.0,7.0,3.0,3.0,55%,45%,3,5,,1.0,4.0,2.0,487.0,379.0,878160
8.0,4.0,5.0,7.0,14.0,16.0,1.0,5.0,12.0,8.0,2.0,8.0,10.0,8.0,1.0,7.0,2.0,,52%,48%,1,1,,,2.0,2.0,464.0,411.0,878161
4.0,7.0,3.0,8.0,11.0,19.0,4.0,4.0,7.0,10.0,4.0,9.0,14.0,10.0,,4.0,1.0,2.0,41%,59%,1,2,,,4.0,3.0,394.0,584.0,720739
8.0,3.0,4.0,5.0,13.0,11.0,1.0,3.0,11.0,8.0,2.0,3.0,11.0,18.0,5.0,3.0,1.0,2.0,62%,38%,2,4,,,1.0,4.0,540.0,330.0,720740
2.0,5.0,3.0,3.0,10.0,13.0,5.0,5.0,7.0,10.0,3.0,3.0,11.0,9.0,2.0,5.0,1.0,1.0,53%,47%,5,5,1.0,1.0,2.0,1.0,479.0,429.0,720741
2.0,,4.0,7.0,6.0,9.0,,2.0,4.0,7.0,2.0,2.0,12.0,18.0,3.0,3.0,3.0,,34%,66%,1,3,,,,1.0,288.0,568.0,720742
2.0,3.0,3.0,8.0,7.0,12.0,2.0,1.0,4.0,6.0,3.0,6.0,10.0,16.0,2.0,4.0,1.0,1.0,43%,57%,1,5,,,2.0,1.0,315.0,421.0,720743
1.0,3.0,8.0,5.0,14.0,10.0,5.0,2.0,8.0,5.0,6.0,5.0,18.0,12.0,4.0,6.0,1.0,3.0,53%,47%,3,3,,,3.0,1.0,384.0,352.0,720744
8.0,3.0,7.0,,21.0,4.0,6.0,1.0,12.0,2.0,9.0,2.0,14.0,7.0,4.0,,1.0,1.0,75%,25%,1,,,1.0,3.0,5.0,749.0,242.0,720745
2.0,4.0,2.0,12.0,4.0,22.0,,6.0,3.0,11.0,1.0,11.0,24.0,15.0,1.0,9.0,2.0,2.0,26%,74%,6,2,1.0,,4.0,1.0,177.0,483.0,720746
4.0,1.0,8.0,4.0,14.0,6.0,2.0,1.0,8.0,3.0,6.0,3.0,19.0,21.0,6.0,2.0,1.0,,61%,39%,4,1,1.0,,1.0,3.0,477.0,307.0,720747
2.0,3.0,6.0,5.0,8.0,9.0,,1.0,4.0,6.0,4.0,3.0,13.0,19.0,6.0,8.0,5.0,1.0,50%,50%,2,2,,,3.0,2.0,373.0,373.0,720748
4.0,2.0,5.0,8.0,9.0,12.0,,2.0,8.0,4.0,1.0,8.0,14.0,15.0,1.0,8.0,,2.0,47%,53%,3,3,1.0,,1.0,4.0,319.0,353.0,720749
7.0,3.0,4.0,5.0,16.0,9.0,5.0,1.0,10.0,8.0,6.0,1.0,15.0,10.0,13.0,2.0,3.0,2.0,33%,67%,1,2,,1.0,2.0,5.0,269.0,589.0,720750
4.0,2.0,4.0,2.0,8.0,4.0,,,5.0,1.0,3.0,3.0,16.0,10.0,2.0,1.0,5.0,,42%,58%,2,2,,,2.0,3.0,421.0,582.0,720751
7.0,3.0,7.0,3.0,16.0,8.0,2.0,2.0,8.0,6.0,8.0,2.0,12.0,10.0,4.0,5.0,,,74%,26%,4,,,,2.0,6.0,648.0,208.0,720752
,3.0,7.0,5.0,12.0,9.0,5.0,1.0,5.0,7.0,7.0,2.0,18.0,10.0,5.0,4.0,1.0,3.0,39%,61%,3,2,,,2.0,,301.0,495.0,720753
2.0,7.0,6.0,10.0,9.0,18.0,1.0,1.0,4.0,10.0,5.0,8.0,14.0,12.0,2.0,6.0,3.0,3.0,46%,54%,4,2,,,5.0,1.0,276.0,310.0,720754
3.0,2.0,8.0,5.0,14.0,12.0,3.0,5.0,8.0,9.0,6.0,3.0,10.0,10.0,9.0,7.0,3.0,3.0,40%,60%,3,4,,,2.0,3.0,282.0,432.0,720755
4.0,5.0,3.0,7.0,8.0,20.0,1.0,8.0,6.0,10.0,2.0,10.0,17.0,7.0,4.0,6.0,,5.0,39%,61%,3,2,1.0,,2.0,1.0,350.0,560.0,720756
7.0,,7.0,4.0,15.0,4.0,1.0,,10.0,,5.0,4.0,19.0,8.0,1.0,2.0,,2.0,46%,54%,4,3,,,,7.0,440.0,521.0,720757
8.0,1.0,2.0,7.0,13.0,9.0,3.0,1.0,11.0,4.0,2.0,5.0,19.0,15.0,5.0,4.0,,2.0,61%,39%,3,4,,,1.0,7.0,437.0,268.0,720758
4.0,2.0,11.0,,23.0,2.0,8.0,,15.0,2.0,8.0,,11.0,6.0,16.0,,5.0,1.0,49%,51%,5,2,,,,2.0,416.0,472.0,720759
3.0,3.0,2.0,5.0,7.0,8.0,2.0,,5.0,3.0,2.0,5.0,16.0,22.0,3.0,2.0,3.0,1.0,67%,33%,3,1,,,2.0,1.0,685.0,337.0,720760
6.0,3.0,5.0,7.0,12.0,13.0,1.0,3.0,4.0,9.0,8.0,4.0,15.0,13.0,3.0,7.0,,5.0,51%,49%,5,3,,,2.0,6.0,521.0,496.0,720761
,2.0,9.0,2.0,13.0,6.0,4.0,2.0,10.0,6.0,3.0,,12.0,11.0,5.0,4.0,5.0,1.0,62%,38%,2,1,,,1.0,,517.0,314.0,720762
6.0,3.0,5.0,3.0,12.0,8.0,1.0,2.0,6.0,4.0,6.0,4.0,16.0,17.0,2.0,2.0,2.0,1.0,47%,53%,4,3,,1.0,3.0,5.0,353.0,393.0,720763
3.0,4.0,3.0,7.0,7.0,14.0,1.0,3.0,4.0,9.0,3.0,5.0,9.0,6.0,4.0,11.0,,1.0,27%,73%,4,,,,1.0,1.0,222.0,612.0,720764
2.0,,5.0,4.0,7.0,6.0,,2.0,7.0,1.0,,5.0,17.0,13.0,2.0,2.0,1.0,1.0,52%,48%,1,1,,,,1.0,458.0,421.0,720765
4.0,2.0,4.0,5.0,9.0,9.0,1.0,2.0,8.0,5.0,1.0,4.0,20.0,15.0,4.0,4.0,2.0,2.0,49%,51%,1,4,,,2.0,1.0,353.0,373.0,720766
6.0,3.0,8.0,3.0,19.0,9.0,5.0,3.0,11.0,5.0,8.0,4.0,19.0,14.0,5.0,6.0,2.0,,47%,53%,1,4,,,3.0,2.0,333.0,385.0,720767
4.0,5.0,3.0,10.0,7.0,18.0,,3.0,6.0,13.0,1.0,5.0,6.0,9.0,5.0,3.0,2.0,,29%,71%,2,,,,4.0,3.0,261.0,650.0,720768
5.0,1.0,8.0,3.0,19.0,7.0,6.0,3.0,16.0,1.0,3.0,6.0,7.0,13.0,7.0,2.0,3.0,,48%,52%,1,2,,,1.0,4.0,358.0,408.0,720769
1.0,3.0,3.0,3.0,10.0,8.0,6.0,2.0,4.0,4.0,6.0,4.0,6.0,14.0,8.0,2.0,4.0,5.0,56%,44%,2,4,,,2.0,1.0,507.0,405.0,720770
